,rank,title,writer,year,citations,url,pdf_url,citations_url,explanation_detail,methodlist,objectlist,achivementlist
59,61.0,複雑な照明環境における色モード境界輝度の分布と加法性,"山口秀樹， 篠田博之 - 照明学会誌,  - jstage.jst.go.jp",2006,4.0,https://www.jstage.jst.go.jp/article/jieij/90/8A/90_8A_504/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=1824626552744346685&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,複雑 照明 環境,色 モード 境界 輝度 分布 加法 性
60,62.0,2011 年の節電対策がオフィス照明環境に与えた影響,"望月悦子， 吉澤望， 岩田利枝， 宗方淳… - … 建築学会環境系論文集,  - jstage.jst.go.jp",2013,4.0,https://www.jstage.jst.go.jp/article/aije/78/683/78_9/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=5889950421313850913&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,2011 年 節電 対策 オフィス 照明 環境 影響
61,63.0, 自律分散制御に基づく知的照明システム,"朝山絵美， 三木光範， 廣安知之… - 第  回照明学会 …,  - mikilab.doshisha.ac.jp",2006,3.0,http://mikilab.doshisha.ac.jp/achieve/data/2006/resume/ieij2006_asayama.pdf,,"https://scholar.google.co.jp/scholar?cites=2322527919432211630&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,自律 分散 制御,,知的 照明 システム
62,64.0,機械組立工場の研究開発施設における知的生産性に関する研究 (第 3 報) 中庭を有する執務空間における自然換気と空調・照明設備利用に関する実態調査,"天野健太郎， 加藤信介， 足利誠， 高橋幹雄… - … ) 学術講演論文集 第  …,  - jstage.jst.go.jp",2014,5.0,https://www.jstage.jst.go.jp/article/shasetaikai/2014.8/0/2014.8_1/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=1489325561272058022&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,機械 組立 工場 研究 開発 施設,知的 生産 性 研究 ( 3 報 ) 中庭 執務 空間
63,65.0, 赤外線センサを用いた在席推定に基づく照明制御手法の提案,"江田政聡， 賀新剛， 中根傑， 横山昌平， 福田直樹… - DEIM Forum,  - db-event.jpn.org",2012,4.0,http://db-event.jpn.org/deim2012/proceedings/final-pdf/a10-4.pdf,,"https://scholar.google.co.jp/scholar?cites=332168806880303495&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,赤外線 センサ 在席 推定,,照明 制御 手法 提案
64,66.0,当科で処方したアドレナリン自己注射薬 (エピペン®) の使用事例報告,"中田如音， 佐々木渓円， 松井照明， 中川朋子… - 日本小児アレルギー …,  - jstage.jst.go.jp",2014,6.0,https://www.jstage.jst.go.jp/article/jspaci/28/5/28_796/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=2608387471179892940&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,科 処方 アドレナリン 自己 注射 薬 ( エピペン ®) 使用 事例 報告
65,67.0,教育効果を高めるプロジェクト指向型授業に求められる基礎的要件,"伊藤照明 - 工学教育,  - jlc.jst.go.jp",2006,6.0,http://jlc.jst.go.jp/DN/JALC/00287691458?from=Google,,"https://scholar.google.co.jp/scholar?cites=10479337344062182109&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,教育 効果 プロジェクト 指向 型 授業 基礎 的 要件
66,68.0,興味ある転移形式を呈した胃癌小腸転移症例の 1 例,"…， 柴田祐充子， 皆川輝彦， 西田祥二， 竹山照明… - 日本消化器外科学会 …,  - jstage.jst.go.jp",2007,6.0,https://www.jstage.jst.go.jp/article/jjgs1969/40/1/40_1_33/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=1804022955511291794&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,興味 転移 形式 胃癌 小腸 転移 症例 1 例
67,69.0,特別企画 LED 照明の現状と将来展望 (特集 [照明学会] 創立 90 周年記念特集号),"大谷義彦 - 照明学会誌,  - ci.nii.ac.jp",2006,3.0,https://ci.nii.ac.jp/naid/110006200813/,,"https://scholar.google.co.jp/scholar?cites=4789342273237579128&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,特別 企画 LED 照明 現状 将来 展望 ( 特集 [ 照明 学会 ] 創立 90 周年 記念 特集 号 )
68,70.0,[引用][C] よくわかる最新照明の基本と仕組み: 照明計画の意味と役割を基礎から学ぶ住空間と光環境,松下進 -  - 秀和システム,2008,14.0,,,"https://scholar.google.co.jp/scholar?cites=698305056191661218&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 最新 照明 基本 仕組み : 照明 計画 意味 役割 基礎 住 空間 光 環境
69,71.0,仮設建築群地域における避難誘導照明と屋外環境照明の整備,"小林茂雄， 角舘政英 - 照明学会誌,  - jstage.jst.go.jp",2015,3.0,https://www.jstage.jst.go.jp/article/jieij/99/2/99_67/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=9229515666595783162&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,仮設 建築 群 地域,避難 誘導 照明 屋外 環境 照明 整備
70,72.0,LED 照明下および蛍光灯照明下における各種医薬品の色調変化,"山下修司， 野口義紘， 窪田傑文， 井口和弘， 青木慎也… - 医療薬学,  - jstage.jst.go.jp",2015,3.0,https://www.jstage.jst.go.jp/article/jjphcs/41/3/41_198/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=15139021413443647766&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,LED 照明 下 蛍光 灯 照明 下,各種 医薬品 色調 変化
71,73.0,"画像の平均輝度レベル, 観視者の年齢, 照明環境を考慮した液晶ディスプレイの輝度制御","窪田悟， 羽原亮， 中村芳知， 野本弘平… - 映像情報メディア学会 …,  - jstage.jst.go.jp",2008,4.0,https://www.jstage.jst.go.jp/article/itej/62/6/62_6_931/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=3651786831784860704&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,画像 平均 輝度 レベル 観 視 者 年齢 照明 環境 考慮 液晶 ディスプレイ 輝度 制御
72,74.0,建築空間における LED 照明の光色が色味と不快感に与える影響に関する基礎的研究,"李東起， 江欣宸， 平手小太郎 - 日本建築学会環境系論文集,  - jstage.jst.go.jp",2009,4.0,https://www.jstage.jst.go.jp/article/aije/74/639/74_639_553/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=1239049184214075131&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,建築 空間,LED 照明 光 色 色 味 不快 感 影響 基礎 的 研究
73,75.0,分散型 LED 照明システムの点灯パターン制御,"南裕樹 - 計測自動制御学会論文集,  - jstage.jst.go.jp",2013,3.0,https://www.jstage.jst.go.jp/article/sicetr/49/10/49_982/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=2133399036472520984&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,分散 型 LED 照明 システム 点灯 パターン 制御
74,76.0,画像の多重分割とエッジ肥大化を用いた照明変化に頑健な物体領域抽出法,"山内仁， 鈴木健正， 高橋浩光 - 電子情報通信学会論文誌 D,  - search.ieice.org",2007,4.0,https://search.ieice.org/bin/summary.php?id=j90-d_10_2884,,"https://scholar.google.co.jp/scholar?cites=6285761913534523611&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,画像 多重 分割 エッジ 肥大 化,,照明 変化 頑健 物体 領域 抽出 法
75,77.0,変調照明シフトによる超精密加工表面の超解像光学式欠陥計測に関する研究 (第 2 報),"臼杵深， 西岡宏晃， 高橋哲， 高増潔 - 精密工学会誌,  - jstage.jst.go.jp",2008,4.0,https://www.jstage.jst.go.jp/article/jjspe/74/6/74_6_581/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14242855126128857158&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,変調 照明 シフト,,精密 加工 表面 解 像 光学 式 欠陥 計測 研究 ( 2 報 )
76,78.0,全方位照明による映像合成システム,"三ッ峰秀樹， 深谷崇史， 山内結子 - 映像情報メディア学会誌,  - jstage.jst.go.jp",2005,3.0,https://www.jstage.jst.go.jp/article/itej1997/59/7/59_7_1059/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=1131500419809550805&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,方位 照明,,映像 合成 システム
77,79.0,ゲンジボタル・ヘイケボタル幼虫に対する LED 照明の影響,"宮下衛 - 土木学会論文集 G,  - jstage.jst.go.jp",2009,3.0,https://www.jstage.jst.go.jp/article/jscejg/65/1/65_1_1/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=8504367370609486858&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,ゲンジボタル・ヘイケボタル 幼虫,LED 照明 影響
78,80.0,動的照明による織物の異方性反射レンダリング,"西脇靖洋， 坂口嘉之， 田中弘美 - 電子情報通信学会技術研究報告. PRMU …,  - ci.nii.ac.jp",2011,3.0,https://ci.nii.ac.jp/naid/110008675793/,,"https://scholar.google.co.jp/scholar?cites=9241086331850635497&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,動的 照明,,織物 方 性 反射 レンダリング
79,81.0, 知的照明システムで実現する照明の色温度と NIRS により計測される脳活動の関係,"三木光範， 鷲見祐加子， 廣安知之… - … , 第  回情報科学技術 …,  - mikilab.doshisha.ac.jp",2010,3.0,http://mikilab.doshisha.ac.jp/soe/sites/default/files/ysumi_FIT2010_resume.pdf,,"https://scholar.google.co.jp/scholar?cites=421273459634072635&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,知的 照明 システム 実現 照明 色 温度 NIRS 計測 脳 活動 関係
80,82.0, 全燐光型 OLED 照明パネルの製品開発,古川慶一， 柏木寛司， 辻村隆俊 -  - konicaminolta.jp,2012,3.0,https://www.konicaminolta.jp/about/research/technology_report/2012/pdf/09_furukawa.pdf,,"https://scholar.google.co.jp/scholar?cites=4035685356882703453&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,燐光 型 OLED 照明 パネル 製品 開発
81,83.0,HONDA 歩行アシストの継続使用による脳卒中片麻痺者の歩行変化,"…， 川井康平， 佐藤浩二， 宮崎吉孝， 伊藤寿弘， 森照明 - 理学療法学,  - jstage.jst.go.jp",2016,5.0,https://www.jstage.jst.go.jp/article/rigaku/advpub/0/advpub_10932/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=9882040948522936249&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,HONDA 歩行 アシスト 継続 使用,,脳卒中 片 麻痺 者 歩行 変化
82,84.0,[引用][C] 植物生体電位とコミュニケーション,大薮多可志， 勝部照明 -  - 海文堂出版 (-),2009,5.0,,,"https://scholar.google.co.jp/scholar?cites=11717781560313063487&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 植物 生体 電位 コミュニケーション
83,85.0,執務空間快適性に関する概念拡張の動向と昼光利用サーカディアン照明システムについて (< 特集> 快適・安心空間のための知的センシング),"川瀬貴晴， 吉岡陽介 - システム/制御/情報,  - jstage.jst.go.jp",2006,4.0,https://www.jstage.jst.go.jp/article/isciesci/50/10/50_KJ00004382605/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14870078524374143861&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,執務 空間 快適 性 概念 拡張 動向 昼 光 利用 サーカディアン 照明 システム (< 特集 > 快適 安心 空間,知的 センシング )
84,86.0,DLP プロジェクタ照明下における物体の質感制御,"山本昇志， 鶴瀬麻依子， 植田久美子， 津村徳道… - 日本写真学会 …,  - jstage.jst.go.jp",2005,3.0,https://www.jstage.jst.go.jp/article/photogrst1964/68/6/68_6_510/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=12949295280215618633&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,DLP プロジェクタ 照明 下,物体 質感 制御
85,87.0,アメンヘテプ 3 世王墓壁画撮影時の不均一照明の補正 (I) 照明モデルの構築とその検証,"犬井正男， 加藤勝， 佐藤真知子， 東吉彦， 齋藤大輔… - 日本写真学会 …,  - jstage.jst.go.jp",2011,3.0,https://www.jstage.jst.go.jp/article/photogrst/74/6/74_320/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=6683169915158894941&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,アメンヘテプ 3 世 王 墓 壁画 撮影 時 均一 照明 補正 ( I ) 照明 モデル 構築 検証
86,88.0,入退室状況を考慮したオフィス照明調光システムの開発,"金子洋介， 北上眞二， 安田晃久， 竹中友哉… - … C] 平成  年電気学会 …,  - ieej.ixsq.nii.ac.jp",2011,3.0,https://ieej.ixsq.nii.ac.jp/ej/?active_action=repository_view_main_item_detail&page_id=13&block_id=18&item_id=41099&item_no=1,,"https://scholar.google.co.jp/scholar?cites=12165885022085223389&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,退室 状況 考慮 オフィス 照明 調 光 システム 開発
87,89.0," 癒される照明の認知プロセスモデル: 照明の光色および"" インテリア性"" が室内空間の印象に及ぼす相互作用的影響","後藤靖宏 - 北星学園大学文学部北星論集,  - hokusei.repo.nii.ac.jp",2009,3.0,https://hokusei.repo.nii.ac.jp/?action=repository_action_common_download&item_id=1587&item_no=1&attribute_id=45&file_no=1,,"https://scholar.google.co.jp/scholar?cites=16243831338337931605&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,"照明 認知 プロセス モデル : 照明 光 色 "" インテリア 性 "" 室内 空間 印象 相互 作用 的 影響"
88,90.0, 擬似夜明け療法のための効果的照明方法の検討と装置開発,"湯浅友典， 三浦淳， 千葉武雄， 佐々木春喜… - 室蘭工業大学 …,  - repository.exst.jaxa.jp",2014,3.0,https://repository.exst.jaxa.jp/dspace/bitstream/a-is/558187/1/AA1540374000.pdf,,"https://scholar.google.co.jp/scholar?cites=18117908220200015012&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,擬似 夜明け 療法,効果 的 照明 方法 検討 装置 開発
89,91.0,観視距離と照明環境が液晶テレビの好ましい輝度に及ぼす影響,"鈴木将高， 羽原亮， 窪田悟， 中村芳知… - … 人間工学会大会講演集 …,  - jstage.jst.go.jp",2007,3.0,https://www.jstage.jst.go.jp/article/jergo/43spl/0/43spl_0_292/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=11998190706192622867&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,観 視 距離 照明 環境 液晶 テレビ 輝度 影響
90,92.0,分光相互反射計算による昼光・人工光併用照明の演色性評価,"吉田悟郎， 上谷芳昭 - 日本建築学会環境系論文集,  - jstage.jst.go.jp",2013,3.0,https://www.jstage.jst.go.jp/article/aije/78/691/78_697/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=9725962893251845502&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,分光 相互 反射 計算,,昼 光 人工 光 併用 照明 演色 性 評価
91,93.0,面型パターン照明による欠陥検査法の開発: 欠陥の形状推定,"杉野直規， 藤山宗之， 山根八洲男 - 独立行政法人国立高等専門学校機構 …,  - ci.nii.ac.jp",2008,3.0,https://ci.nii.ac.jp/naid/110009424605/,,"https://scholar.google.co.jp/scholar?cites=12593890320074095686&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,面 型 パターン 照明,,欠陥 検査 法 開発 : 欠陥 形状 推定
92,94.0,新開発 LED 照明の室内環境快適性に及ぼす効果 (第 3 報),"梶本修身， 白市幸茂， 栗山昭彦， 大塚雅生… - 日本補完代替医療 …,  - jstage.jst.go.jp",2013,3.0,https://www.jstage.jst.go.jp/article/jcam/10/1/10_25/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=16950165816246774279&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,開発 LED 照明 室内 環境 快適 性 効果 ( 3 報 )
93,95.0,光の非視覚的作用: 光環境への適応 (< 特集> 照明研究部会),"樋口重和 - 日本生理人類学会誌,  - jstage.jst.go.jp",2011,3.0,https://www.jstage.jst.go.jp/article/jjpa/16/1/16_KJ00007177007/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14826850351394485941&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,光 視覚 的 作用 : 光 環境 適応 (< 特集 > 照明 研究 部会 )
94,96.0,新開発 LED 照明による室内環境が睡眠改善および快適性に及ぼす効果,"梶本修身， 白市幸茂， 大塚雅生， 妹尾敏弘… - 日本補完代替医療 …,  - jstage.jst.go.jp",2012,3.0,https://www.jstage.jst.go.jp/article/jcam/9/1/9_1_31/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=9028817069578344777&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,開発 LED 照明,,室内 環境 睡眠 改善 快適 性 効果
95,97.0,照明点灯パターンの切り替えによる高精度な屋内位置推定法とその評価,"坂本一樹， 安本慶一， 孫為華， 柴田直樹… - 研究報告モバイル …,  - ipsj.ixsq.nii.ac.jp",2012,3.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=81008&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=5383378060701455360&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,照明 点灯 パターン 切り替え,,精度 屋内 位置 推定 法 評価
